92
65767,8.569221740934909,ioctl,0.023
65767,9.046353241250324,sendto,0.053
65767,9.159634927181258,sendto,0.208
65767,9.50740922276773,ioctl,0.026
65767,9.73448073570813,recvfrom,11.238
65767,22.5147863290134,close,0.131
65767,48.438535112661626,ioctl,0.017
65767,48.8650418742201,sendto,0.038
65767,48.94783703709434,sendto,0.033
65767,49.02649742688495,ioctl,0.016
65767,49.1191596827718,recvfrom,3.974
65767,53.83885144674722,close,0.07200000000000001
65767,72.88954262012177,ioctl,0.016
65767,73.28110588349739,sendto,0.039
65767,73.36594800510056,sendto,0.032
65767,73.44365072554814,ioctl,0.017
65767,73.5355277877606,recvfrom,3.87
65767,77.9310104686897,close,0.060000000000000005
